[2025-12-18 01:24:49,959] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-12-18 01:24:49,996] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-12-18 01:24:50,754] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-12-18 01:24:50,754] [INFO] [comm.py:689:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
[2025-12-18 01:24:50,921] [INFO] [comm.py:658:init_distributed] cdb=None
Loading model, tokenizer, processor...
Vision encoder is freezed... including:
	visual.patch_embed
	visual.rotary_pos_emb
	visual.blocks
Vision projector is freezed... including:
	visual.merger
LoRA for LLM enabled...
Loading data...
qwen2-vl
qwen2-vl
{'loss': 2.6946, 'grad_norm': 2.7217910289764404, 'learning_rate': 1.388888888888889e-06, 'epoch': 0.0}
{'loss': 0.2114, 'grad_norm': 0.5474380254745483, 'learning_rate': 0.00013238918396390377, 'epoch': 0.83}
{'loss': 0.1718, 'grad_norm': 0.3348206579685211, 'learning_rate': 0.00013232522987665507, 'epoch': 0.83}
{'loss': 0.1868, 'grad_norm': 0.3327595889568329, 'learning_rate': 0.00013226126102183384, 'epoch': 0.83}
{'loss': 0.2441, 'grad_norm': 0.29846930503845215, 'learning_rate': 0.00013219727742866386, 'epoch': 0.83}
{'loss': 0.1651, 'grad_norm': 0.37895265221595764, 'learning_rate': 0.00013213327912637562, 'epoch': 0.83}
{'loss': 0.1744, 'grad_norm': 0.2917051613330841, 'learning_rate': 0.00013206926614420632, 'epoch': 0.83}
{'loss': 0.1562, 'grad_norm': 0.6743518114089966, 'learning_rate': 0.00013200523851139987, 'epoch': 0.83}
{'loss': 0.1528, 'grad_norm': 0.30462098121643066, 'learning_rate': 0.0001319411962572069, 'epoch': 0.83}
{'loss': 0.0965, 'grad_norm': 0.22539709508419037, 'learning_rate': 0.00013187713941088472, 'epoch': 0.83}
{'loss': 0.1351, 'grad_norm': 0.28478506207466125, 'learning_rate': 0.0001318130680016972, 'epoch': 0.83}
{'loss': 0.1873, 'grad_norm': 0.26780372858047485, 'learning_rate': 0.0001317489820589151, 'epoch': 0.83}
{'loss': 0.1713, 'grad_norm': 0.2943321168422699, 'learning_rate': 0.0001316848816118155, 'epoch': 0.83}
{'loss': 0.1437, 'grad_norm': 0.2685078978538513, 'learning_rate': 0.0001316207666896824, 'epoch': 0.83}
{'loss': 0.1584, 'grad_norm': 0.26363667845726013, 'learning_rate': 0.00013155663732180624, 'epoch': 0.83}
{'loss': 0.2451, 'grad_norm': 0.502941906452179, 'learning_rate': 0.00013149249353748408, 'epoch': 0.83}
{'loss': 0.1168, 'grad_norm': 0.277944415807724, 'learning_rate': 0.00013142833536601968, 'epoch': 0.83}
{'loss': 0.206, 'grad_norm': 0.6458812952041626, 'learning_rate': 0.0001313641628367232, 'epoch': 0.83}
{'loss': 0.187, 'grad_norm': 0.31572043895721436, 'learning_rate': 0.00013129997597891146, 'epoch': 0.83}
{'loss': 0.0989, 'grad_norm': 0.21779578924179077, 'learning_rate': 0.00013123577482190783, 'epoch': 0.83}
{'loss': 0.1257, 'grad_norm': 0.2504597306251526, 'learning_rate': 0.00013117155939504222, 'epoch': 0.83}
{'loss': 0.1771, 'grad_norm': 0.4055394232273102, 'learning_rate': 0.00013110732972765102, 'epoch': 0.83}
{'loss': 0.1329, 'grad_norm': 0.23558121919631958, 'learning_rate': 0.00013104308584907707, 'epoch': 0.84}
{'loss': 0.242, 'grad_norm': 0.44675105810165405, 'learning_rate': 0.00013097882778866982, 'epoch': 0.84}
{'loss': 0.1242, 'grad_norm': 0.5284540057182312, 'learning_rate': 0.00013091455557578518, 'epoch': 0.84}
{'loss': 0.0768, 'grad_norm': 0.25157901644706726, 'learning_rate': 0.00013085026923978548, 'epoch': 0.84}
{'loss': 0.1754, 'grad_norm': 0.4813280403614044, 'learning_rate': 0.0001307859688100395, 'epoch': 0.84}
{'loss': 0.254, 'grad_norm': 0.5245956778526306, 'learning_rate': 0.0001307216543159225, 'epoch': 0.84}
{'loss': 0.1554, 'grad_norm': 0.46862930059432983, 'learning_rate': 0.0001306573257868161, 'epoch': 0.84}
{'loss': 0.1989, 'grad_norm': 0.5232731103897095, 'learning_rate': 0.0001305929832521084, 'epoch': 0.84}
{'loss': 0.1537, 'grad_norm': 0.41664472222328186, 'learning_rate': 0.0001305286267411939, 'epoch': 0.84}
{'loss': 0.1513, 'grad_norm': 0.4392833709716797, 'learning_rate': 0.0001304642562834734, 'epoch': 0.84}
{'loss': 0.1232, 'grad_norm': 0.3093532919883728, 'learning_rate': 0.00013039987190835415, 'epoch': 0.84}
{'loss': 0.1656, 'grad_norm': 0.46789634227752686, 'learning_rate': 0.00013033547364524974, 'epoch': 0.84}
{'loss': 0.2237, 'grad_norm': 0.24774986505508423, 'learning_rate': 0.0001302710615235801, 'epoch': 0.84}
{'loss': 0.144, 'grad_norm': 0.2640911936759949, 'learning_rate': 0.0001302066355727715, 'epoch': 0.84}
{'loss': 0.1896, 'grad_norm': 0.481813907623291, 'learning_rate': 0.0001301421958222565, 'epoch': 0.84}
{'loss': 0.2695, 'grad_norm': 0.7104889154434204, 'learning_rate': 0.000130077742301474, 'epoch': 0.84}
{'loss': 0.1483, 'grad_norm': 0.4586171507835388, 'learning_rate': 0.00013001327503986917, 'epoch': 0.84}
{'loss': 0.2128, 'grad_norm': 0.2892303764820099, 'learning_rate': 0.0001299487940668935, 'epoch': 0.84}
{'loss': 0.1381, 'grad_norm': 0.25002366304397583, 'learning_rate': 0.0001298842994120046, 'epoch': 0.84}
{'loss': 0.1008, 'grad_norm': 0.27393388748168945, 'learning_rate': 0.00012981979110466654, 'epoch': 0.84}
{'loss': 0.2057, 'grad_norm': 0.4690873324871063, 'learning_rate': 0.0001297552691743495, 'epoch': 0.84}
{'loss': 0.1434, 'grad_norm': 0.2339032143354416, 'learning_rate': 0.0001296907336505299, 'epoch': 0.84}
{'loss': 0.1614, 'grad_norm': 0.2745931148529053, 'learning_rate': 0.00012962618456269036, 'epoch': 0.84}
{'loss': 0.152, 'grad_norm': 0.38920697569847107, 'learning_rate': 0.0001295616219403197, 'epoch': 0.84}
{'loss': 0.1998, 'grad_norm': 0.41472429037094116, 'learning_rate': 0.000129497045812913, 'epoch': 0.85}
{'loss': 0.1499, 'grad_norm': 0.28306227922439575, 'learning_rate': 0.0001294324562099714, 'epoch': 0.85}
{'loss': 0.1965, 'grad_norm': 0.3868410587310791, 'learning_rate': 0.00012936785316100226, 'epoch': 0.85}
{'loss': 0.1226, 'grad_norm': 0.25437527894973755, 'learning_rate': 0.00012930323669551905, 'epoch': 0.85}
{'loss': 0.1458, 'grad_norm': 0.23205599188804626, 'learning_rate': 0.0001292386068430414, 'epoch': 0.85}
{'loss': 0.1291, 'grad_norm': 0.28090348839759827, 'learning_rate': 0.000129173963633095, 'epoch': 0.85}
{'loss': 0.2394, 'grad_norm': 0.3920325040817261, 'learning_rate': 0.0001291093070952118, 'epoch': 0.85}
{'loss': 0.1987, 'grad_norm': 0.5271413922309875, 'learning_rate': 0.00012904463725892958, 'epoch': 0.85}
{'loss': 0.1563, 'grad_norm': 0.4014456272125244, 'learning_rate': 0.00012897995415379242, 'epoch': 0.85}
{'loss': 0.1503, 'grad_norm': 0.21655312180519104, 'learning_rate': 0.00012891525780935035, 'epoch': 0.85}
{'loss': 0.2243, 'grad_norm': 0.3868233263492584, 'learning_rate': 0.00012885054825515947, 'epoch': 0.85}
{'loss': 0.1425, 'grad_norm': 0.2614307999610901, 'learning_rate': 0.00012878582552078194, 'epoch': 0.85}
{'loss': 0.2381, 'grad_norm': 0.41899555921554565, 'learning_rate': 0.00012872108963578595, 'epoch': 0.85}
{'loss': 0.1522, 'grad_norm': 0.39236652851104736, 'learning_rate': 0.0001286563406297456, 'epoch': 0.85}
{'loss': 0.1437, 'grad_norm': 0.34768185019493103, 'learning_rate': 0.00012859157853224108, 'epoch': 0.85}
{'loss': 0.1277, 'grad_norm': 0.2715221345424652, 'learning_rate': 0.0001285268033728586, 'epoch': 0.85}
{'loss': 0.2375, 'grad_norm': 0.40456876158714294, 'learning_rate': 0.00012846201518119019, 'epoch': 0.85}
{'loss': 0.1775, 'grad_norm': 0.3639686703681946, 'learning_rate': 0.000128397213986834, 'epoch': 0.85}
{'loss': 0.2736, 'grad_norm': 0.37078431248664856, 'learning_rate': 0.00012833239981939395, 'epoch': 0.85}
{'loss': 0.2174, 'grad_norm': 0.3295169472694397, 'learning_rate': 0.00012826757270847998, 'epoch': 0.85}
{'loss': 0.1919, 'grad_norm': 0.36870020627975464, 'learning_rate': 0.000128202732683708, 'epoch': 0.85}
{'loss': 0.2074, 'grad_norm': 0.3126012980937958, 'learning_rate': 0.00012813787977469974, 'epoch': 0.85}
{'loss': 0.1986, 'grad_norm': 0.4326576888561249, 'learning_rate': 0.0001280730140110828, 'epoch': 0.85}
{'loss': 0.2408, 'grad_norm': 0.2878105044364929, 'learning_rate': 0.00012800813542249072, 'epoch': 0.85}
{'loss': 0.1662, 'grad_norm': 0.43488985300064087, 'learning_rate': 0.00012794324403856284, 'epoch': 0.86}
{'loss': 0.261, 'grad_norm': 0.4388786554336548, 'learning_rate': 0.00012787833988894435, 'epoch': 0.86}
{'loss': 0.1376, 'grad_norm': 0.20326656103134155, 'learning_rate': 0.00012781342300328635, 'epoch': 0.86}
{'loss': 0.1032, 'grad_norm': 0.21338574588298798, 'learning_rate': 0.00012774849341124566, 'epoch': 0.86}
{'loss': 0.1335, 'grad_norm': 0.2974829077720642, 'learning_rate': 0.00012768355114248494, 'epoch': 0.86}
{'loss': 0.1381, 'grad_norm': 0.4206969141960144, 'learning_rate': 0.00012761859622667266, 'epoch': 0.86}
{'loss': 0.1783, 'grad_norm': 0.3866027593612671, 'learning_rate': 0.00012755362869348307, 'epoch': 0.86}
{'loss': 0.2236, 'grad_norm': 0.7017622590065002, 'learning_rate': 0.00012748864857259617, 'epoch': 0.86}
{'loss': 0.215, 'grad_norm': 0.33667728304862976, 'learning_rate': 0.00012742365589369763, 'epoch': 0.86}
{'loss': 0.2014, 'grad_norm': 0.4807828664779663, 'learning_rate': 0.00012735865068647909, 'epoch': 0.86}
{'loss': 0.117, 'grad_norm': 0.527905285358429, 'learning_rate': 0.0001272936329806376, 'epoch': 0.86}
{'loss': 0.1807, 'grad_norm': 0.3493663966655731, 'learning_rate': 0.00012722860280587613, 'epoch': 0.86}
{'loss': 0.2231, 'grad_norm': 0.43302759528160095, 'learning_rate': 0.00012716356019190335, 'epoch': 0.86}
{'loss': 0.2152, 'grad_norm': 0.3959989547729492, 'learning_rate': 0.0001270985051684335, 'epoch': 0.86}
{'loss': 0.1293, 'grad_norm': 0.3369293808937073, 'learning_rate': 0.00012703343776518657, 'epoch': 0.86}
{'loss': 0.2019, 'grad_norm': 0.34728002548217773, 'learning_rate': 0.00012696835801188816, 'epoch': 0.86}
{'loss': 0.1758, 'grad_norm': 0.312989741563797, 'learning_rate': 0.00012690326593826958, 'epoch': 0.86}
{'loss': 0.1503, 'grad_norm': 0.3329741656780243, 'learning_rate': 0.00012683816157406768, 'epoch': 0.86}
{'loss': 0.1871, 'grad_norm': 0.2913207411766052, 'learning_rate': 0.00012677304494902497, 'epoch': 0.86}
{'loss': 0.1545, 'grad_norm': 0.2611545920372009, 'learning_rate': 0.0001267079160928896, 'epoch': 0.86}
{'loss': 0.0953, 'grad_norm': 0.2211284637451172, 'learning_rate': 0.00012664277503541524, 'epoch': 0.86}
{'loss': 0.0703, 'grad_norm': 0.13232047855854034, 'learning_rate': 0.00012657762180636115, 'epoch': 0.86}
{'loss': 0.1879, 'grad_norm': 0.325030654668808, 'learning_rate': 0.00012651245643549217, 'epoch': 0.86}
{'loss': 0.2102, 'grad_norm': 0.3431163728237152, 'learning_rate': 0.00012644727895257872, 'epoch': 0.86}
{'loss': 0.2214, 'grad_norm': 0.32613405585289, 'learning_rate': 0.00012638208938739665, 'epoch': 0.87}
{'loss': 0.1179, 'grad_norm': 0.28777799010276794, 'learning_rate': 0.00012631688776972738, 'epoch': 0.87}
{'loss': 0.1772, 'grad_norm': 0.3761958181858063, 'learning_rate': 0.00012625167412935793, 'epoch': 0.87}
{'loss': 0.2084, 'grad_norm': 0.380817711353302, 'learning_rate': 0.0001261864484960807, 'epoch': 0.87}
{'loss': 0.2209, 'grad_norm': 0.3058197498321533, 'learning_rate': 0.00012612121089969352, 'epoch': 0.87}
{'loss': 0.1714, 'grad_norm': 0.27031731605529785, 'learning_rate': 0.00012605596136999988, 'epoch': 0.87}
{'loss': 0.1793, 'grad_norm': 0.23405547440052032, 'learning_rate': 0.00012599069993680858, 'epoch': 0.87}
{'loss': 0.177, 'grad_norm': 0.29222771525382996, 'learning_rate': 0.00012592542662993384, 'epoch': 0.87}
{'loss': 0.197, 'grad_norm': 0.3706709146499634, 'learning_rate': 0.00012586014147919535, 'epoch': 0.87}
{'loss': 0.1343, 'grad_norm': 0.2737860083580017, 'learning_rate': 0.00012579484451441823, 'epoch': 0.87}
{'loss': 0.1788, 'grad_norm': 0.3530840575695038, 'learning_rate': 0.00012572953576543298, 'epoch': 0.87}
{'loss': 0.2251, 'grad_norm': 0.3540171980857849, 'learning_rate': 0.0001256642152620755, 'epoch': 0.87}
{'loss': 0.1492, 'grad_norm': 0.29648104310035706, 'learning_rate': 0.000125598883034187, 'epoch': 0.87}
{'loss': 0.2408, 'grad_norm': 0.38408488035202026, 'learning_rate': 0.0001255335391116141, 'epoch': 0.87}
{'loss': 0.1264, 'grad_norm': 0.27237316966056824, 'learning_rate': 0.00012546818352420874, 'epoch': 0.87}
{'loss': 0.22, 'grad_norm': 0.7185060381889343, 'learning_rate': 0.0001254028163018282, 'epoch': 0.87}
{'loss': 0.191, 'grad_norm': 0.4667056202888489, 'learning_rate': 0.00012533743747433513, 'epoch': 0.87}
{'loss': 0.1895, 'grad_norm': 0.6020038723945618, 'learning_rate': 0.00012527204707159736, 'epoch': 0.87}
{'loss': 0.2261, 'grad_norm': 0.3543696999549866, 'learning_rate': 0.00012520664512348804, 'epoch': 0.87}
{'loss': 0.1893, 'grad_norm': 0.24009312689304352, 'learning_rate': 0.00012514123165988575, 'epoch': 0.87}
{'loss': 0.1553, 'grad_norm': 0.2787705957889557, 'learning_rate': 0.00012507580671067408, 'epoch': 0.87}
{'loss': 0.191, 'grad_norm': 0.4952683746814728, 'learning_rate': 0.0001250103703057421, 'epoch': 0.87}
{'loss': 0.1577, 'grad_norm': 0.2986758351325989, 'learning_rate': 0.00012494492247498395, 'epoch': 0.87}
{'loss': 0.2489, 'grad_norm': 0.47947320342063904, 'learning_rate': 0.00012487946324829904, 'epoch': 0.87}
{'loss': 0.1414, 'grad_norm': 0.1943524330854416, 'learning_rate': 0.00012481399265559204, 'epoch': 0.88}
{'loss': 0.1132, 'grad_norm': 0.2769944369792938, 'learning_rate': 0.00012474851072677271, 'epoch': 0.88}
{'loss': 0.2098, 'grad_norm': 0.38922950625419617, 'learning_rate': 0.00012468301749175612, 'epoch': 0.88}
{'loss': 0.1, 'grad_norm': 0.2499915361404419, 'learning_rate': 0.00012461751298046235, 'epoch': 0.88}
{'loss': 0.2249, 'grad_norm': 0.4159901440143585, 'learning_rate': 0.00012455199722281678, 'epoch': 0.88}
{'loss': 0.1623, 'grad_norm': 0.1921653151512146, 'learning_rate': 0.0001244864702487498, 'epoch': 0.88}
{'loss': 0.1276, 'grad_norm': 0.41415590047836304, 'learning_rate': 0.00012442093208819708, 'epoch': 0.88}
{'loss': 0.2548, 'grad_norm': 0.30018365383148193, 'learning_rate': 0.0001243553827710992, 'epoch': 0.88}
{'loss': 0.1178, 'grad_norm': 0.29883983731269836, 'learning_rate': 0.00012428982232740203, 'epoch': 0.88}
{'loss': 0.2321, 'grad_norm': 0.400017648935318, 'learning_rate': 0.00012422425078705636, 'epoch': 0.88}
{'loss': 0.2345, 'grad_norm': 0.32406389713287354, 'learning_rate': 0.00012415866818001815, 'epoch': 0.88}
{'loss': 0.1819, 'grad_norm': 0.35907331109046936, 'learning_rate': 0.00012409307453624838, 'epoch': 0.88}
{'loss': 0.1607, 'grad_norm': 0.253404825925827, 'learning_rate': 0.00012402746988571315, 'epoch': 0.88}
{'loss': 0.2066, 'grad_norm': 0.36621177196502686, 'learning_rate': 0.00012396185425838345, 'epoch': 0.88}
{'loss': 0.1432, 'grad_norm': 0.2854536175727844, 'learning_rate': 0.00012389622768423536, 'epoch': 0.88}
{'loss': 0.1521, 'grad_norm': 0.2108527272939682, 'learning_rate': 0.00012383059019325, 'epoch': 0.88}
{'loss': 0.2296, 'grad_norm': 0.2960200309753418, 'learning_rate': 0.0001237649418154134, 'epoch': 0.88}
{'loss': 0.2059, 'grad_norm': 0.5043878555297852, 'learning_rate': 0.00012369928258071657, 'epoch': 0.88}
{'loss': 0.2398, 'grad_norm': 0.3840826749801636, 'learning_rate': 0.0001236336125191556, 'epoch': 0.88}
{'loss': 0.1537, 'grad_norm': 0.4015251696109772, 'learning_rate': 0.00012356793166073136, 'epoch': 0.88}
{'loss': 0.1837, 'grad_norm': 0.23072481155395508, 'learning_rate': 0.0001235022400354497, 'epoch': 0.88}
{'loss': 0.1426, 'grad_norm': 0.30999282002449036, 'learning_rate': 0.0001234365376733215, 'epoch': 0.88}
{'loss': 0.1984, 'grad_norm': 0.36707672476768494, 'learning_rate': 0.00012337082460436237, 'epoch': 0.88}
{'loss': 0.1828, 'grad_norm': 0.42460018396377563, 'learning_rate': 0.000123305100858593, 'epoch': 0.88}
{'loss': 0.2269, 'grad_norm': 0.4416731894016266, 'learning_rate': 0.0001232393664660388, 'epoch': 0.89}
{'loss': 0.2463, 'grad_norm': 0.5327233672142029, 'learning_rate': 0.0001231736214567301, 'epoch': 0.89}
{'loss': 0.1748, 'grad_norm': 0.34874773025512695, 'learning_rate': 0.00012310786586070205, 'epoch': 0.89}
{'loss': 0.2481, 'grad_norm': 0.386137992143631, 'learning_rate': 0.00012304209970799473, 'epoch': 0.89}
{'loss': 0.2021, 'grad_norm': 0.3483726978302002, 'learning_rate': 0.000122976323028653, 'epoch': 0.89}
{'loss': 0.1516, 'grad_norm': 0.25177690386772156, 'learning_rate': 0.00012291053585272645, 'epoch': 0.89}
{'loss': 0.248, 'grad_norm': 0.2770271897315979, 'learning_rate': 0.00012284473821026957, 'epoch': 0.89}
{'loss': 0.0869, 'grad_norm': 0.232869490981102, 'learning_rate': 0.00012277893013134153, 'epoch': 0.89}
{'loss': 0.1469, 'grad_norm': 0.21946877241134644, 'learning_rate': 0.0001227131116460064, 'epoch': 0.89}
{'loss': 0.1212, 'grad_norm': 0.2627858817577362, 'learning_rate': 0.00012264728278433288, 'epoch': 0.89}
{'loss': 0.1901, 'grad_norm': 0.4637856185436249, 'learning_rate': 0.0001225814435763945, 'epoch': 0.89}
{'loss': 0.3057, 'grad_norm': 0.47823527455329895, 'learning_rate': 0.00012251559405226941, 'epoch': 0.89}
{'loss': 0.3289, 'grad_norm': 0.4696935713291168, 'learning_rate': 0.0001224497342420406, 'epoch': 0.89}
{'loss': 0.1282, 'grad_norm': 0.4704195559024811, 'learning_rate': 0.00012238386417579567, 'epoch': 0.89}
{'loss': 0.2191, 'grad_norm': 0.25032490491867065, 'learning_rate': 0.00012231798388362698, 'epoch': 0.89}
{'loss': 0.1263, 'grad_norm': 0.41822725534439087, 'learning_rate': 0.00012225209339563145, 'epoch': 0.89}
{'loss': 0.188, 'grad_norm': 0.26127520203590393, 'learning_rate': 0.00012218619274191077, 'epoch': 0.89}
{'loss': 0.1825, 'grad_norm': 0.4333716928958893, 'learning_rate': 0.00012212028195257118, 'epoch': 0.89}
{'loss': 0.2502, 'grad_norm': 0.5180988907814026, 'learning_rate': 0.00012205436105772367, 'epoch': 0.89}
{'loss': 0.2149, 'grad_norm': 0.33603617548942566, 'learning_rate': 0.00012198843008748373, 'epoch': 0.89}
{'loss': 0.0949, 'grad_norm': 0.2488819658756256, 'learning_rate': 0.00012192248907197152, 'epoch': 0.89}
{'loss': 0.2002, 'grad_norm': 0.38368451595306396, 'learning_rate': 0.00012185653804131175, 'epoch': 0.89}
{'loss': 0.1612, 'grad_norm': 0.38588616251945496, 'learning_rate': 0.00012179057702563368, 'epoch': 0.89}
{'loss': 0.1427, 'grad_norm': 0.30272185802459717, 'learning_rate': 0.00012172460605507126, 'epoch': 0.89}
{'loss': 0.115, 'grad_norm': 0.3057519197463989, 'learning_rate': 0.00012165862515976283, 'epoch': 0.9}
{'loss': 0.2534, 'grad_norm': 0.3667576313018799, 'learning_rate': 0.00012159263436985138, 'epoch': 0.9}
{'loss': 0.1336, 'grad_norm': 0.3836936056613922, 'learning_rate': 0.00012152663371548436, 'epoch': 0.9}
{'loss': 0.1524, 'grad_norm': 0.2289222627878189, 'learning_rate': 0.00012146062322681375, 'epoch': 0.9}
{'loss': 0.1586, 'grad_norm': 0.28908658027648926, 'learning_rate': 0.00012139460293399601, 'epoch': 0.9}
{'loss': 0.1816, 'grad_norm': 0.2869526147842407, 'learning_rate': 0.00012132857286719208, 'epoch': 0.9}
{'loss': 0.0952, 'grad_norm': 0.27542462944984436, 'learning_rate': 0.00012126253305656738, 'epoch': 0.9}
{'loss': 0.2396, 'grad_norm': 0.3931136131286621, 'learning_rate': 0.00012119648353229179, 'epoch': 0.9}
{'loss': 0.3081, 'grad_norm': 0.2983101010322571, 'learning_rate': 0.00012113042432453956, 'epoch': 0.9}
{'loss': 0.1294, 'grad_norm': 0.3077034056186676, 'learning_rate': 0.00012106435546348942, 'epoch': 0.9}
{'loss': 0.212, 'grad_norm': 0.48039358854293823, 'learning_rate': 0.00012099827697932454, 'epoch': 0.9}
{'loss': 0.1704, 'grad_norm': 0.3820342421531677, 'learning_rate': 0.00012093218890223241, 'epoch': 0.9}
{'loss': 0.2024, 'grad_norm': 0.27750909328460693, 'learning_rate': 0.000120866091262405, 'epoch': 0.9}
{'loss': 0.1708, 'grad_norm': 0.3382202684879303, 'learning_rate': 0.00012079998409003852, 'epoch': 0.9}
{'loss': 0.2517, 'grad_norm': 0.6031277179718018, 'learning_rate': 0.00012073386741533364, 'epoch': 0.9}
{'loss': 0.1052, 'grad_norm': 0.36410313844680786, 'learning_rate': 0.00012066774126849529, 'epoch': 0.9}
{'loss': 0.1832, 'grad_norm': 0.31697067618370056, 'learning_rate': 0.00012060160567973287, 'epoch': 0.9}
{'loss': 0.1653, 'grad_norm': 0.35293588042259216, 'learning_rate': 0.00012053546067925991, 'epoch': 0.9}
{'loss': 0.1592, 'grad_norm': 0.3567724823951721, 'learning_rate': 0.00012046930629729436, 'epoch': 0.9}
{'loss': 0.155, 'grad_norm': 0.2759472727775574, 'learning_rate': 0.00012040314256405842, 'epoch': 0.9}
{'loss': 0.2347, 'grad_norm': 0.6357105374336243, 'learning_rate': 0.00012033696950977858, 'epoch': 0.9}
{'loss': 0.1704, 'grad_norm': 0.410519540309906, 'learning_rate': 0.00012027078716468554, 'epoch': 0.9}
{'loss': 0.191, 'grad_norm': 0.41660669445991516, 'learning_rate': 0.00012020459555901427, 'epoch': 0.9}
{'loss': 0.159, 'grad_norm': 0.295711487531662, 'learning_rate': 0.00012013839472300406, 'epoch': 0.9}
{'loss': 0.1228, 'grad_norm': 0.3603220283985138, 'learning_rate': 0.00012007218468689822, 'epoch': 0.91}
{'loss': 0.084, 'grad_norm': 0.23760612308979034, 'learning_rate': 0.00012000596548094442, 'epoch': 0.91}
{'loss': 0.1477, 'grad_norm': 0.2755269408226013, 'learning_rate': 0.00011993973713539453, 'epoch': 0.91}
{'loss': 0.1488, 'grad_norm': 0.26005813479423523, 'learning_rate': 0.00011987349968050447, 'epoch': 0.91}
{'loss': 0.226, 'grad_norm': 0.673393189907074, 'learning_rate': 0.00011980725314653444, 'epoch': 0.91}
{'loss': 0.1297, 'grad_norm': 0.22823677957057953, 'learning_rate': 0.00011974099756374873, 'epoch': 0.91}
{'loss': 0.1867, 'grad_norm': 0.5467404127120972, 'learning_rate': 0.00011967473296241573, 'epoch': 0.91}
{'loss': 0.1708, 'grad_norm': 0.291754812002182, 'learning_rate': 0.00011960845937280807, 'epoch': 0.91}
{'loss': 0.2212, 'grad_norm': 0.5114019513130188, 'learning_rate': 0.00011954217682520236, 'epoch': 0.91}
{'loss': 0.186, 'grad_norm': 0.32729148864746094, 'learning_rate': 0.00011947588534987942, 'epoch': 0.91}
{'loss': 0.1726, 'grad_norm': 0.455235093832016, 'learning_rate': 0.00011940958497712397, 'epoch': 0.91}
{'loss': 0.1299, 'grad_norm': 0.435285747051239, 'learning_rate': 0.00011934327573722499, 'epoch': 0.91}
{'loss': 0.1786, 'grad_norm': 0.47216537594795227, 'learning_rate': 0.0001192769576604754, 'epoch': 0.91}
{'loss': 0.1668, 'grad_norm': 0.307993620634079, 'learning_rate': 0.0001192106307771722, 'epoch': 0.91}
{'loss': 0.3009, 'grad_norm': 0.5810572504997253, 'learning_rate': 0.0001191442951176164, 'epoch': 0.91}
{'loss': 0.1576, 'grad_norm': 0.3473086655139923, 'learning_rate': 0.00011907795071211298, 'epoch': 0.91}
{'loss': 0.2476, 'grad_norm': 0.3830335736274719, 'learning_rate': 0.000119011597590971, 'epoch': 0.91}
{'loss': 0.1809, 'grad_norm': 0.5461364984512329, 'learning_rate': 0.00011894523578450345, 'epoch': 0.91}
{'loss': 0.19, 'grad_norm': 0.26757144927978516, 'learning_rate': 0.00011887886532302726, 'epoch': 0.91}
{'loss': 0.2382, 'grad_norm': 0.3019068241119385, 'learning_rate': 0.00011881248623686338, 'epoch': 0.91}
{'loss': 0.2886, 'grad_norm': 0.402422159910202, 'learning_rate': 0.00011874609855633665, 'epoch': 0.91}
{'loss': 0.2002, 'grad_norm': 0.38502514362335205, 'learning_rate': 0.00011867970231177585, 'epoch': 0.91}
{'loss': 0.1565, 'grad_norm': 0.3959870934486389, 'learning_rate': 0.0001186132975335137, 'epoch': 0.91}
{'loss': 0.0948, 'grad_norm': 0.2870533764362335, 'learning_rate': 0.00011854688425188673, 'epoch': 0.91}
{'loss': 0.2191, 'grad_norm': 0.4778655767440796, 'learning_rate': 0.0001184804624972355, 'epoch': 0.92}
{'loss': 0.1683, 'grad_norm': 0.278758704662323, 'learning_rate': 0.00011841403229990435, 'epoch': 0.92}
{'loss': 0.2586, 'grad_norm': 0.4053959548473358, 'learning_rate': 0.00011834759369024142, 'epoch': 0.92}
{'loss': 0.1202, 'grad_norm': 0.28440314531326294, 'learning_rate': 0.0001182811466985988, 'epoch': 0.92}
{'loss': 0.1576, 'grad_norm': 0.49776655435562134, 'learning_rate': 0.00011821469135533236, 'epoch': 0.92}
{'loss': 0.1079, 'grad_norm': 0.20819343626499176, 'learning_rate': 0.00011814822769080182, 'epoch': 0.92}
{'loss': 0.1272, 'grad_norm': 0.42597317695617676, 'learning_rate': 0.0001180817557353707, 'epoch': 0.92}
{'loss': 0.0979, 'grad_norm': 0.21417437493801117, 'learning_rate': 0.00011801527551940619, 'epoch': 0.92}
{'loss': 0.223, 'grad_norm': 0.2636539340019226, 'learning_rate': 0.00011794878707327944, 'epoch': 0.92}
{'loss': 0.1837, 'grad_norm': 0.4340139329433441, 'learning_rate': 0.00011788229042736519, 'epoch': 0.92}
{'loss': 0.1961, 'grad_norm': 0.4305945634841919, 'learning_rate': 0.00011781578561204205, 'epoch': 0.92}
{'loss': 0.3841, 'grad_norm': 0.6912123560905457, 'learning_rate': 0.00011774927265769234, 'epoch': 0.92}
{'loss': 0.1847, 'grad_norm': 0.599479615688324, 'learning_rate': 0.00011768275159470202, 'epoch': 0.92}
